0, 8.7895, 0
0.0464399, 14.1726, 0
0.0928798, 16.7375, 0
0.13932, 9.44332, 0
0.18576, 7.29231, 0
0.2322, 1.80227, 0
0.278639, 8.64804, 0
0.325079, 6.07943, 0
0.371519, 6.46768, 0
0.417959, 6.26987, 0
0.464399, 4.33854, 0
0.510839, 4.62256, 0
0.557279, 4.97803, 0
0.603719, 10.8931, 0
0.650159, 3.44272, 0
0.696599, 7.07218, 0
0.743039, 6.02572, 0
0.789478, 7.06223, 0
0.835918, 4.44777, 0
0.882358, 3.71655, 0
0.928798, 6.38984, 0
0.975238, 13.5048, 0
1.02168, 7.49921, 0
1.06812, 6.7639, 0
1.11456, 4.8431, 0
1.161, 8.56712, 0
1.20744, 7.72006, 0
1.25388, 1.40884, 0
1.30032, 4.78449, 0
1.34676, 5.124, 0
1.3932, 8.607, 0
1.43964, 5.33934, 0
1.48608, -8.13022, 0
1.53252, -2.14518, 0
1.57896, -7.70465, 0
1.6254, -12.1535, 0
1.67184, -12.8778, 0
1.71828, -11.6885, 0
1.76472, -6.38133, 0
1.81116, -16.642, 0
1.8576, -6.5898, 0
1.90404, -17.409, 0
1.95048, 5.37368, 0
1.99692, 9.54001, 0
2.04336, 4.32037, 0
2.0898, 4.68701, 0
2.13624, 8.9947, 0
2.18268, -0.240601, 0
2.22912, -0.642354, 0
2.27556, -1.40147, 0
2.322, -7.03592, 0
2.36844, -4.21157, 0
2.41488, -6.06424, 0
2.46132, -7.64496, 0
2.50776, -0.188919, 0
2.55419, -2.53969, 0
2.60063, 1.158, 0
2.64707, -3.5124, 0
2.69351, -5.07978, 0
2.73995, -2.78454, 0
2.78639, 10.3763, 0
2.83283, 11.9341, 0
2.87927, 8.51512, 0
2.92571, 9.04689, 0
2.97215, 9.55967, 0
3.01859, 5.98157, 0
3.06503, 2.76827, 0
3.11147, 3.65627, 0
3.15791, 0.978214, 0
3.20435, 0.561563, 0
3.25079, -3.3271, 0
3.29723, -10.9618, 0
3.34367, -8.25839, 0
3.39011, -8.27596, 0
3.43655, -6.46669, 0
3.48299, -4.97902, 0
3.52943, -10.5867, 0
3.57587, -6.65377, 0
3.62231, -7.36291, 0
3.66875, 7.49205, 0
3.71519, 5.89141, 0
3.76163, 5.75917, 0
3.80807, 5.20288, 0
3.85451, 5.29027, 0
3.90095, 1.5688, 0
3.94739, -3.84382, 0
3.99383, -6.43953, 0
4.04027, -3.10919, 0
4.08671, -2.49555, 0
4.13315, -4.51442, 0
4.17959, -7.61037, 0
4.22603, -1.80044, 0
4.27247, -5.0978, 0
4.31891, -4.84679, 0
4.36535, -2.63577, 0
4.41179, -4.01198, 0
4.45823, -2.22264, 0
4.50467, 10.8393, 0
4.55111, 12.665, 0
4.59755, 8.38668, 0
4.64399, 8.53935, 0
4.69043, 8.43379, 0
4.73687, 7.13558, 0
4.78331, 3.88788, 0
4.82975, 2.18798, 0
4.87619, 1.08216, 0
4.92263, -3.70501, 0
4.96907, -3.22511, 0
5.01551, -10.9269, 0
5.06195, -6.05149, 0
5.10839, -7.4763, 0
5.15483, -7.0546, 0
5.20127, 0.327438, 0
5.24771, -10.3948, 0
5.29415, -4.48783, 0
5.34059, -9.7424, 0
5.38703, 11.0185, 0
5.43347, 4.93189, 0
5.47991, 4.36057, 0
5.52635, 7.85919, 0
5.57279, -0.556291, 0
5.61923, 4.75964, 0
5.66567, -4.36696, 0
5.71211, -0.205081, 0
5.75855, -3.24973, 0
5.80499, -5.4553, 0
5.85143, -6.36195, 0
5.89787, -4.62605, 0
5.94431, -5.29693, 0
5.99075, 0.245825, 0
6.03719, 0.490648, 0
6.08363, -4.42201, 0
6.13007, -6.02973, 0
6.17651, -2.85759, 0
6.22295, 10.17, 0
6.26939, 10.9361, 0
6.31583, 6.07258, 0
6.36227, 10.3678, 0
6.40871, 10.1506, 0
6.45515, 7.41085, 0
6.50159, 1.42346, 0
6.54803, 1.3486, 0
6.59447, 1.41051, 0
6.64091, -2.56987, 0
6.68735, -3.27824, 0
6.73379, -9.33685, 0
6.78023, -4.46613, 0
6.82667, -8.41432, 0
6.87311, -6.00448, 0
6.91955, -6.03914, 0
6.96599, -8.29371, 0
7.01243, -6.1383, 0
7.05887, -7.09095, 0
7.10531, 8.80603, 0
7.15175, 3.45031, 0
7.19819, 4.09856, 0
7.24463, 8.04635, 0
7.29107, 2.5805, 0
7.33751, 0.99941, 0
7.38395, -4.67912, 0
7.43039, -0.0266059, 0
7.47683, -4.72291, 0
7.52327, -7.21659, 0
7.56971, -6.27295, 0
7.61615, -1.65635, 0
7.66259, -3.77916, 0
7.70902, -1.33779, 0
7.75547, -1.75636, 0
7.8019, -3.37965, 0
7.84834, -3.45004, 0
7.89478, -1.21764, 0
7.94122, 14.69, 0
7.98766, 11.9829, 0
8.0341, 8.25513, 0
8.08054, 6.98981, 0
8.12698, 8.78908, 0
8.17342, 10.82, 0
8.21986, 3.73469, 0
8.2663, 2.5741, 0
8.31274, 3.55709, 0
8.35918, 4.84571, 0
8.40562, 9.87377, 1
8.45206, 10.8374, 1
8.4985, 11.809, 1
8.54494, 15.3276, 1
8.59138, 16.0128, 1
8.63782, 10.2296, 1
8.68426, 11.786, 1
8.7307, 4.24857, 1
8.77714, 8.81664, 1
8.82358, 10.3498, 1
8.87002, 10.073, 1
8.91646, 6.50115, 1
8.9629, 9.26497, 1
9.00934, 0.383075, 1
9.05578, 2.08444, 1
9.10222, 1.78412, 1
9.14866, -0.829535, 1
9.1951, 0.897991, 1
9.24154, -4.23717, 1
9.28798, 5.34228, 1
9.33442, 6.90677, 1
9.38086, 5.88238, 1
9.4273, 5.70359, 1
9.47374, 2.14341, 1
9.52018, 0.610479, 1
9.56662, 1.57618, 1
9.61306, 2.21279, 1
9.6595, 14.3701, 1
9.70594, 14.4333, 1
9.75238, 13.3188, 1
9.79882, 10.6628, 1
9.84526, 13.9635, 1
9.8917, 17.5388, 1
9.93814, 10.8346, 1
9.98458, 12.028, 1
10.031, 4.33693, 1
10.0775, -0.297892, 1
